	feat.N	feat.last_char	feat.sample_per_class	model.batch_size	model.layers	model.nb_epoch	result.test_acc
369	2.0	6.0	30000.0	500.0	(90, 80)	300.0	0.94575
370	2.0	6.0	30000.0	500.0	(90, 90)	300.0	0.9456666666666668
371	2.0	6.0	30000.0	500.0	(90, 100)	300.0	0.94775
372	2.0	6.0	30000.0	500.0	(100, 10)	300.0	0.9476666666666668
373	2.0	6.0	30000.0	500.0	(100, 20)	300.0	0.9460833333333334
374	2.0	6.0	30000.0	500.0	(100, 30)	300.0	0.94625
375	2.0	6.0	30000.0	500.0	(100, 40)	300.0	0.9455
376	2.0	6.0	30000.0	500.0	(100, 50)	300.0	0.9503333333333334
377	2.0	6.0	30000.0	500.0	(100, 60)	300.0	0.94875
378	2.0	6.0	30000.0	500.0	(100, 70)	300.0	0.9419166666666666
379	2.0	6.0	30000.0	500.0	(100, 80)	300.0	0.9494166666666668
380	2.0	6.0	30000.0	500.0	(100, 90)	300.0	0.9446666666666668
381	2.0	6.0	30000.0	500.0	(100, 100)	300.0	0.9453333333333334
382	2.0	6.0	100.0	500.0	(40, 40)	300.0	0.3863636363636364
383	2.0	6.0	100.0	500.0	(40, 40)	300.0	0.42737896533959696
384	2.0	6.0	100.0	500.0	(40, 40)	300.0	0.4931693989071038
385	2.0	6.0	100.0	500.0	(40, 40)	300.0	0.5611907388304402
386	2.0	6.0	100.0	500.0	(40, 40)	300.0	0.5686900960053372
387	2.0	6.0	100.0	500.0	(40, 40)	300.0	0.2870967742896849
388	2.0	6.0	100.0	500.0	(40, 40)	300.0	0.4579025112543712
389	2.0	6.0	100.0	500.0	(40, 40)	300.0	0.5084525357607282
390	2.0	6.0	100.0	500.0	(40, 40)	300.0	0.494974874970901
391	2.0	6.0	100.0	500.0	(40, 40)	300.0	0.5030525030888917
392	2.0	6.0	100.0	500.0	(40, 40)	300.0	0.5351609060534135
393	2.0	6.0	100.0	500.0	(40, 40)	300.0	0.5638665132678968
394	2.0	6.0	100.0	500.0	(40, 40)	300.0	0.5420454545454545
395	2.0	6.0	100.0	500.0	(40, 40)	300.0	0.540965207966356
