model.nb_epoch	feat.last_char	model.activations	model.metrics	global.train_test_split	result.exception	result.feature_count	feat.tag_filter	global.nolog	feat.data_path	model.batch_size	feat.encoding	result.test_sample_count	feat.use_padding	result.test_acc	model.architecture	result.train_sample_count	feat.sample_per_class	result.train_loss	feat.include_smaller_ngrams	model.input_dim	result.success	result.running_time	result.test_loss	model.output_dim	result.train_acc	feat.N	model.loss	model.layers	model.optimizer	global.comment	result.timestamp	feat.max_lines	feat.full_tag	feat.grep_filter	feat.sample_size	result.class_no	feat.tag_limit_in_cluster	feat.shuffled	feat.uniq_lines	model.early_stopping	feat.early_stopping
70.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	2000.0	latin2	6000.0	True	0.8911666666666667	FFNN	54000.0	30000.0	0.2794358264859076	False	481.0	True	0 days 00:00:40.897559	0.28079890715082484	2.0	0.8911944444444444	1.0	binary_crossentropy	(100, 40)	rmsprop										False	False	
80.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	50.0	latin2	6000.0	True	0.97275	FFNN	54000.0	30000.0	0.06622120162561812	False	481.0	True	0 days 00:02:46.030419	0.08688356160124143	2.0	0.9803888888888888	1.0	binary_crossentropy	(100, 40)	rmsprop										False	False	
80.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	100.0	latin2	6000.0	True	0.9666666666666668	FFNN	54000.0	30000.0	0.06664960122253331	False	481.0	True	0 days 00:01:40.381734	0.10711186603394647	2.0	0.979175925925926	1.0	binary_crossentropy	(100, 40)	rmsprop										False	False	
80.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	200.0	latin2	6000.0	True	0.9568333333333332	FFNN	54000.0	30000.0	0.09949437554994668	False	481.0	True	0 days 00:01:09.199700	0.13181371867160002	2.0	0.9685648148148148	1.0	binary_crossentropy	(100, 40)	rmsprop										False	False	
80.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	500.0	latin2	6000.0	True	0.9133333333333332	FFNN	54000.0	30000.0	0.20876924678434927	False	481.0	True	0 days 00:00:52.178184	0.21677708166340987	2.0	0.9182592592592592	1.0	binary_crossentropy	(100, 40)	rmsprop										False	False	
80.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	1000.0	latin2	6000.0	True	0.8959999999999999	FFNN	54000.0	30000.0	0.27204852844388394	False	481.0	True	0 days 00:00:47.195599	0.2739430516411861	2.0	0.89725	1.0	binary_crossentropy	(100, 40)	rmsprop										False	False	
80.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	2000.0	latin2	6000.0	True	0.8926666666666667	FFNN	54000.0	30000.0	0.2809225542175549	False	481.0	True	0 days 00:00:43.039572	0.2802273003757	2.0	0.8931388888888889	1.0	binary_crossentropy	(100, 40)	rmsprop										False	False	
90.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	50.0	latin2	6000.0	True	0.9714166666666668	FFNN	54000.0	30000.0	0.06646860065021447	False	481.0	True	0 days 00:03:04.026449	0.08854845430764059	2.0	0.9801203703703704	1.0	binary_crossentropy	(100, 40)	rmsprop										False	False	
90.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	100.0	latin2	6000.0	True	0.9734166666666668	FFNN	54000.0	30000.0	0.06197940403888761	False	481.0	True	0 days 00:01:49.831207	0.09061973438380908	2.0	0.9813148148148148	1.0	binary_crossentropy	(100, 40)	rmsprop										False	False	
90.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	200.0	latin2	6000.0	True	0.9693333333333334	FFNN	54000.0	30000.0	0.07868403181906237	False	481.0	True	0 days 00:01:13.767700	0.09986307367309928	2.0	0.9755555555555556	1.0	binary_crossentropy	(100, 40)	rmsprop										False	False	
90.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	500.0	latin2	6000.0	True	0.9325	FFNN	54000.0	30000.0	0.18273929085610088	False	481.0	True	0 days 00:00:55.611647	0.19574965708702802	2.0	0.9344629629629628	1.0	binary_crossentropy	(100, 40)	rmsprop										False	False	
90.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	1000.0	latin2	6000.0	True	0.8976666666666666	FFNN	54000.0	30000.0	0.2449458786961105	False	481.0	True	0 days 00:00:50.178825	0.2452151528199513	2.0	0.8972037037037037	1.0	binary_crossentropy	(100, 40)	rmsprop										False	False	
90.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	2000.0	latin2	6000.0	True	0.88825	FFNN	54000.0	30000.0	0.28030833196198496	False	481.0	True	0 days 00:00:45.326316	0.29054114362597466	2.0	0.8919259259259259	1.0	binary_crossentropy	(100, 40)	rmsprop										False	False	
100.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	50.0	latin2	6000.0	True	0.973	FFNN	54000.0	30000.0	0.06655459207396403	False	481.0	True	0 days 00:03:21.878253	0.0925160784230878	2.0	0.979851851851852	1.0	binary_crossentropy	(100, 40)	rmsprop										False	False	
100.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	100.0	latin2	6000.0	True	0.9728333333333332	FFNN	54000.0	30000.0	0.05468230302735335	False	481.0	True	0 days 00:01:59.465997	0.09481412852935804	2.0	0.9826111111111112	1.0	binary_crossentropy	(100, 40)	rmsprop										False	False	
100.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	200.0	latin2	6000.0	True	0.96725	FFNN	54000.0	30000.0	0.07791518827893391	False	481.0	True	0 days 00:01:19.436389	0.11387897673932215	2.0	0.9757037037037036	1.0	binary_crossentropy	(100, 40)	rmsprop										False	False	
100.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	500.0	latin2	6000.0	True	0.9521666666666668	FFNN	54000.0	30000.0	0.11861689410103415	False	481.0	True	0 days 00:00:59.250726	0.15089138482759396	2.0	0.9603888888888888	1.0	binary_crossentropy	(100, 40)	rmsprop										False	False	
100.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	1000.0	latin2	6000.0	True	0.9044166666666666	FFNN	54000.0	30000.0	0.2480681698796925	False	481.0	True	0 days 00:00:52.522473	0.24909363092978795	2.0	0.904851851851852	1.0	binary_crossentropy	(100, 40)	rmsprop										False	False	
100.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		481.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	2000.0	latin2	6000.0	True	0.8941666666666667	FFNN	54000.0	30000.0	0.2772482130814481	False	481.0	True	0 days 00:00:47.947796	0.2764107757508755	2.0	0.8939537037037038	1.0	binary_crossentropy	(100, 40)	rmsprop										False	False	
5.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	50.0	latin2	6000.0	False	0.8109999999999999	FFNN	54000.0	30000.0	0.3269573623471789	False	14036.0	True	0 days 00:00:53.569264	0.3828495140473048	2.0	0.8580925925925926	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
5.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	100.0	latin2	6000.0	False	0.812	FFNN	54000.0	30000.0	0.3666195201520567	False	14036.0	True	0 days 00:00:48.495308	0.4069729973077774	2.0	0.858462962962963	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
5.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	200.0	latin2	6000.0	False	0.7924166666666667	FFNN	54000.0	30000.0	0.4088116433620453	False	14036.0	True	0 days 00:00:45.741294	0.4489404025077821	2.0	0.8454259259259259	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
5.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	500.0	latin2	6000.0	False	0.7604166666666666	FFNN	54000.0	30000.0	0.5451457145125778	False	14036.0	True	0 days 00:00:43.513571	0.5630078287919362	2.0	0.7932962962962963	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
5.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	1000.0	latin2	6000.0	False	0.78475	FFNN	54000.0	30000.0	0.6358725667353029	False	14036.0	True	0 days 00:00:47.426099	0.640816923936208	2.0	0.8096666666666666	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
5.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	2000.0	latin2	6000.0	False	0.8045833333333333	FFNN	54000.0	30000.0	0.6748411861525642	False	14036.0	True	0 days 00:00:48.108314	0.6767990525563558	2.0	0.8518333333333333	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
10.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	50.0	latin2	6000.0	False	0.8085	FFNN	54000.0	30000.0	0.2423769008503468	False	14036.0	True	0 days 00:01:17.727267	0.3282362894018491	2.0	0.8588148148148148	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
10.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	100.0	latin2	6000.0	False	0.7973333333333333	FFNN	54000.0	30000.0	0.24843147431921075	False	14036.0	True	0 days 00:01:07.310290	0.3432972366611163	2.0	0.8591851851851852	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
10.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	200.0	latin2	6000.0	False	0.8105	FFNN	54000.0	30000.0	0.2667781020910652	False	14036.0	True	0 days 00:01:01.809579	0.34490213125944136	2.0	0.8584814814814815	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
10.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	500.0	latin2	6000.0	False	0.8073333333333333	FFNN	54000.0	30000.0	0.30677873279871765	False	14036.0	True	0 days 00:01:01.805169	0.3700828433831533	2.0	0.8588518518518519	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
10.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	1000.0	latin2	6000.0	False	0.812	FFNN	54000.0	30000.0	0.39429917124024144	False	14036.0	True	0 days 00:01:05.089729	0.4294162118434906	2.0	0.8588518518518519	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
10.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	2000.0	latin2	6000.0	False	0.8153333333333334	FFNN	54000.0	30000.0	0.5609740625487434	False	14036.0	True	0 days 00:01:06.286465	0.5769660415649414	2.0	0.8581666666666666	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
20.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	50.0	latin2	6000.0	False	0.79125	FFNN	54000.0	30000.0	0.2129114251671773	False	14036.0	True	0 days 00:02:02.955002	0.3106273412803809	2.0	0.8622592592592593	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
20.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	100.0	latin2	6000.0	False	0.76275	FFNN	54000.0	30000.0	0.21312717274579632	False	14036.0	True	0 days 00:01:46.358658	0.3257505522767703	2.0	0.863537037037037	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
20.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	200.0	latin2	6000.0	False	0.7980833333333334	FFNN	54000.0	30000.0	0.21480776408861427	False	14036.0	True	0 days 00:01:34.000216	0.3080695274174213	2.0	0.8585925925925926	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
20.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	500.0	latin2	6000.0	False	0.79975	FFNN	54000.0	30000.0	0.2264385683619313	False	14036.0	True	0 days 00:01:33.327614	0.3216821650564671	2.0	0.8583333333333333	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
20.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	1000.0	latin2	6000.0	False	0.8146666666666667	FFNN	54000.0	30000.0	0.2386880400304993	False	14036.0	True	0 days 00:01:40.741958	0.31562552946805955	2.0	0.8577037037037037	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
20.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	2000.0	latin2	6000.0	False	0.8028333333333333	FFNN	54000.0	30000.0	0.310726120337292	False	14036.0	True	0 days 00:01:42.801580	0.3713812197844187	2.0	0.859462962962963	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
30.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	50.0	latin2	6000.0	False	0.8115	FFNN	54000.0	30000.0	0.2150209378558227	False	14036.0	True	0 days 00:02:53.631605	0.3075542357961337	2.0	0.857925925925926	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
30.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	100.0	latin2	6000.0	False	0.8051666666666667	FFNN	54000.0	30000.0	0.21509868940114285	False	14036.0	True	0 days 00:02:21.485043	0.3204239675104618	2.0	0.8592037037037037	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
30.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	200.0	latin2	6000.0	False	0.7686666666666667	FFNN	54000.0	30000.0	0.20888468224148232	False	14036.0	True	0 days 00:02:05.868655	0.31216988736391066	2.0	0.8631481481481481	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
30.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	500.0	latin2	6000.0	False	0.8066666666666666	FFNN	54000.0	30000.0	0.2062830686952522	False	14036.0	True	0 days 00:02:04.565307	0.3015909160673618	2.0	0.8588518518518519	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
30.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	1000.0	latin2	6000.0	False	0.8126666666666666	FFNN	54000.0	30000.0	0.2085918497821937	False	14036.0	True	0 days 00:02:23.153157	0.30399597849448523	2.0	0.8584259259259259	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
30.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	2000.0	latin2	6000.0	False	0.8199166666666666	FFNN	54000.0	30000.0	0.2242757183807316	False	14036.0	True	0 days 00:02:19.293952	0.3068570559521516	2.0	0.8577407407407407	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
40.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	50.0	latin2	6000.0	False	0.8081666666666667	FFNN	54000.0	30000.0	0.21066386367087425	False	14036.0	True	0 days 00:03:40.444279	0.3136416661143303	2.0	0.8590185185185185	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
40.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	100.0	latin2	6000.0	False	0.7623333333333333	FFNN	54000.0	30000.0	0.2076243209699686	False	14036.0	True	0 days 00:03:02.538023	0.3358173591196537	2.0	0.8633518518518518	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
40.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	200.0	latin2	6000.0	False	0.7694166666666666	FFNN	54000.0	30000.0	0.2060220091714248	False	14036.0	True	0 days 00:02:38.012891	0.3105537497103214	2.0	0.8623888888888889	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
40.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	500.0	latin2	6000.0	False	0.7931666666666667	FFNN	54000.0	30000.0	0.2012087548300516	False	14036.0	True	0 days 00:02:36.947825	0.3066664331754049	2.0	0.8588518518518519	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
40.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	1000.0	latin2	6000.0	False	0.77025	FFNN	54000.0	30000.0	0.20237569745274744	False	14036.0	True	0 days 00:03:01.761107	0.2990581967631976	2.0	0.8628148148148148	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
40.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	2000.0	latin2	6000.0	False	0.7705	FFNN	54000.0	30000.0	0.20625997115975173	False	14036.0	True	0 days 00:02:55.862738	0.3028636565729976	2.0	0.8625185185185186	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
50.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	50.0	latin2	6000.0	False	0.809	FFNN	54000.0	30000.0	0.206251153955788	False	14036.0	True	0 days 00:04:26.608000	0.3045590112606684	2.0	0.8588888888888889	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
50.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	100.0	latin2	6000.0	False	0.7745	FFNN	54000.0	30000.0	0.2079044040053624	False	14036.0	True	0 days 00:03:42.072524	0.3266369859576225	2.0	0.8629259259259259	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
50.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	200.0	latin2	6000.0	False	0.8088333333333333	FFNN	54000.0	30000.0	0.2068243868593531	False	14036.0	True	0 days 00:03:10.128114	0.2995997960468133	2.0	0.8583518518518518	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
50.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	500.0	latin2	6000.0	False	0.81825	FFNN	54000.0	30000.0	0.2012700286940068	False	14036.0	True	0 days 00:02:49.304559	0.3007440044879913	2.0	0.8579444444444444	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
50.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	1000.0	latin2	6000.0	False	0.7915833333333333	FFNN	54000.0	30000.0	0.19808079998654585	False	14036.0	True	0 days 00:03:28.480891	0.3061306857466698	2.0	0.8590740740740741	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
50.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	2000.0	latin2	6000.0	False	0.7656666666666667	FFNN	54000.0	30000.0	0.20068386745339054	False	14036.0	True	0 days 00:03:32.618477	0.3234968969027201	2.0	0.8630185185185185	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
60.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	50.0	latin2	6000.0	False	0.7706666666666667	FFNN	54000.0	30000.0	0.2044573300416513	False	14036.0	True	0 days 00:05:16.365937	0.3099601069490115	2.0	0.8632962962962963	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
60.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	100.0	latin2	6000.0	False	0.8095	FFNN	54000.0	30000.0	0.20985566716119256	False	14036.0	True	0 days 00:04:19.651336	0.30359735574324925	2.0	0.8585	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
60.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	200.0	latin2	6000.0	False	0.7920833333333334	FFNN	54000.0	30000.0	0.20153170800965314	False	14036.0	True	0 days 00:03:42.357835	0.3043894865512848	2.0	0.8592592592592593	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
60.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	500.0	latin2	6000.0	False	0.7711666666666667	FFNN	54000.0	30000.0	0.20195039827768968	False	14036.0	True	0 days 00:03:17.695089	0.3188634841839472	2.0	0.8629259259259259	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
60.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	1000.0	latin2	6000.0	False	0.7874166666666667	FFNN	54000.0	30000.0	0.19702230126781528	False	14036.0	True	0 days 00:04:03.685883	0.304099724560976	2.0	0.8632962962962963	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
60.0	6.0	('sigmoid', 'sigmoid', 'sigmoid')	['accuracy']	0.9		14036.0	('NOUN', 'VERB')	False	/mnt/store/hlt/Language/Hungarian/Crawl/Web2/ana/xaa.tagged	2000.0	latin2	6000.0	False	0.7905	FFNN	54000.0	30000.0	0.19830159421187515	False	14036.0	True	0 days 00:04:09.628945	0.2949119136532148	2.0	0.8617777777777778	6.0	binary_crossentropy	(40, 40)	rmsprop										False	False	
